,text,intent
3965,puoi scaraventare questa palla contro questo pallone ,Throw
3966,potresti colpire questo pallone ,Throw
3967,potresti colpire questo pallone con questa palla ,Throw
3968,potresti colpire questo pallone usando questa palla ,Throw
3969,potresti lanciare questa palla contro questo pallone ,Throw
3970,potresti scagliare questa palla contro questo pallone ,Throw
3971,potresti scaraventare questa palla contro questo pallone ,Throw
3972,colpiresti questo pallone ,Throw
3973,lanceresti questa palla contro questo pallone ,Throw
3974,scaglieresti questa palla contro questo pallone ,Throw
3975,scaraventeresti questa palla contro questo pallone ,Throw
3976,colpisci quel pallone ,Throw
3977,colpisci quel pallone con questa palla ,Throw
3978,colpisci quel pallone usando questa palla ,Throw
3979,lancia questa palla contro quel pallone ,Throw
3980,scaglia questa palla contro quel pallone ,Throw
3981,scaraventa questa palla contro quel pallone ,Throw
3982,puoi colpire quel pallone ,Throw
3983,puoi colpire quel pallone con questa palla ,Throw
3984,puoi colpire quel pallone usando questa palla ,Throw
3985,puoi lanciare questa palla contro quel pallone ,Throw
3986,puoi scagliare questa palla contro quel pallone ,Throw
3987,puoi scaraventare questa palla contro quel pallone ,Throw
3988,potresti colpire quel pallone ,Throw
3989,potresti colpire quel pallone con questa palla ,Throw
3990,potresti colpire quel pallone usando questa palla ,Throw
3991,potresti lanciare questa palla contro quel pallone ,Throw
3992,potresti scagliare questa palla contro quel pallone ,Throw
3993,potresti scaraventare questa palla contro quel pallone ,Throw
3994,colpiresti quel pallone ,Throw
3995,lanceresti questa palla contro quel pallone ,Throw
3996,scaglieresti questa palla contro quel pallone ,Throw
3997,scaraventeresti questa palla contro quel pallone ,Throw
3998,colpisci il pallone ,Throw
3999,colpisci il pallone con questa palla ,Throw
4000,colpisci il pallone usando questa palla ,Throw
4001,lancia questa palla contro il pallone ,Throw
4002,scaglia questa palla contro il pallone ,Throw
4003,scaraventa questa palla contro il pallone ,Throw
4004,puoi colpire il pallone ,Throw
4005,puoi colpire il pallone con questa palla ,Throw
4006,puoi colpire il pallone usando questa palla ,Throw
4007,puoi lanciare questa palla contro il pallone ,Throw
4008,puoi scagliare questa palla contro il pallone ,Throw
4009,puoi scaraventare questa palla contro il pallone ,Throw
4010,potresti colpire il pallone ,Throw
4011,potresti colpire il pallone con questa palla ,Throw
4012,potresti colpire il pallone usando questa palla ,Throw
4013,potresti lanciare questa palla contro il pallone ,Throw
4014,potresti scagliare questa palla contro il pallone ,Throw
4015,potresti scaraventare questa palla contro il pallone ,Throw
4016,colpiresti il pallone ,Throw
4017,lanceresti questa palla contro il pallone ,Throw
4018,scaglieresti questa palla contro il pallone ,Throw
4019,scaraventeresti questa palla contro il pallone ,Throw
4020,colpisci questa chiave ,Throw
4021,colpisci questa chiave con questa palla ,Throw
4022,colpisci questa chiave usando questa palla ,Throw
4023,lancia questa palla contro questa chiave ,Throw
4024,scaglia questa palla contro questa chiave ,Throw
4025,scaraventa questa palla contro questa chiave ,Throw
4026,puoi colpire questa chiave ,Throw
4027,puoi colpire questa chiave con questa palla ,Throw
4028,puoi colpire questa chiave usando questa palla ,Throw
4029,puoi lanciare questa palla contro questa chiave ,Throw
4030,puoi scagliare questa palla contro questa chiave ,Throw
4031,puoi scaraventare questa palla contro questa chiave ,Throw
4032,potresti colpire questa chiave ,Throw
4033,potresti colpire questa chiave con questa palla ,Throw
4034,potresti colpire questa chiave usando questa palla ,Throw
4035,potresti lanciare questa palla contro questa chiave ,Throw
4036,potresti scagliare questa palla contro questa chiave ,Throw
4037,potresti scaraventare questa palla contro questa chiave ,Throw
4038,colpiresti questa chiave ,Throw
4039,lanceresti questa palla contro questa chiave ,Throw
4040,scaglieresti questa palla contro questa chiave ,Throw
4041,scaraventeresti questa palla contro questa chiave ,Throw
4042,colpisci quella chiave ,Throw
4043,colpisci quella chiave con questa palla ,Throw
4044,colpisci quella chiave usando questa palla ,Throw
4045,lancia questa palla contro quella chiave ,Throw
4046,scaglia questa palla contro quella chiave ,Throw
4047,scaraventa questa palla contro quella chiave ,Throw
4048,puoi colpire quella chiave ,Throw
4049,puoi colpire quella chiave con questa palla ,Throw
4050,puoi colpire quella chiave usando questa palla ,Throw
4051,puoi lanciare questa palla contro quella chiave ,Throw
4052,puoi scagliare questa palla contro quella chiave ,Throw
4053,puoi scaraventare questa palla contro quella chiave ,Throw
4054,potresti colpire quella chiave ,Throw
4055,potresti colpire quella chiave con questa palla ,Throw
4056,potresti colpire quella chiave usando questa palla ,Throw
4057,potresti lanciare questa palla contro quella chiave ,Throw
4058,potresti scagliare questa palla contro quella chiave ,Throw
4059,potresti scaraventare questa palla contro quella chiave ,Throw
4060,colpiresti quella chiave ,Throw
4061,lanceresti questa palla contro quella chiave ,Throw
4062,scaglieresti questa palla contro quella chiave ,Throw
4063,scaraventeresti questa palla contro quella chiave ,Throw
4064,colpisci la chiave ,Throw
4065,colpisci la chiave con questa palla ,Throw
4066,colpisci la chiave usando questa palla ,Throw
4067,lancia questa palla contro la chiave ,Throw
4068,scaglia questa palla contro la chiave ,Throw
4069,scaraventa questa palla contro la chiave ,Throw
4070,puoi colpire la chiave ,Throw
4071,puoi colpire la chiave con questa palla ,Throw
4072,puoi colpire la chiave usando questa palla ,Throw
4073,puoi lanciare questa palla contro la chiave ,Throw
4074,puoi scagliare questa palla contro la chiave ,Throw
4075,puoi scaraventare questa palla contro la chiave ,Throw
4076,potresti colpire la chiave ,Throw
4077,potresti colpire la chiave con questa palla ,Throw
4078,potresti colpire la chiave usando questa palla ,Throw
4079,potresti lanciare questa palla contro la chiave ,Throw
4080,potresti scagliare questa palla contro la chiave ,Throw
4081,potresti scaraventare questa palla contro la chiave ,Throw
4082,colpiresti la chiave ,Throw
4083,lanceresti questa palla contro la chiave ,Throw
4084,scaglieresti questa palla contro la chiave ,Throw
4085,scaraventeresti questa palla contro la chiave ,Throw
4086,colpisci queste chiavi ,Throw
4087,colpisci queste chiavi con questa palla ,Throw
4088,colpisci queste chiavi usando questa palla ,Throw
4089,lancia questa palla contro queste chiavi ,Throw
4090,scaglia questa palla contro queste chiavi ,Throw
4091,scaraventa questa palla contro queste chiavi ,Throw
4092,puoi colpire queste chiavi ,Throw
4093,puoi colpire queste chiavi con questa palla ,Throw
4094,puoi colpire queste chiavi usando questa palla ,Throw
4095,puoi lanciare questa palla contro queste chiavi ,Throw
4096,puoi scagliare questa palla contro queste chiavi ,Throw
4097,puoi scaraventare questa palla contro queste chiavi ,Throw
4098,potresti colpire queste chiavi ,Throw
4099,potresti colpire queste chiavi con questa palla ,Throw
4100,potresti colpire queste chiavi usando questa palla ,Throw
4101,potresti lanciare questa palla contro queste chiavi ,Throw
4102,potresti scagliare questa palla contro queste chiavi ,Throw
4103,potresti scaraventare questa palla contro queste chiavi ,Throw
4104,colpiresti queste chiavi ,Throw
4105,lanceresti questa palla contro queste chiavi ,Throw
4106,scaglieresti questa palla contro queste chiavi ,Throw
4107,scaraventeresti questa palla contro queste chiavi ,Throw
4108,colpisci quelle chiavi ,Throw
4109,colpisci quelle chiavi con questa palla ,Throw
4110,colpisci quelle chiavi usando questa palla ,Throw
4111,lancia questa palla contro quelle chiavi ,Throw
4112,scaglia questa palla contro quelle chiavi ,Throw
4113,scaraventa questa palla contro quelle chiavi ,Throw
4114,puoi colpire quelle chiavi ,Throw
4115,puoi colpire quelle chiavi con questa palla ,Throw
4116,puoi colpire quelle chiavi usando questa palla ,Throw
4117,puoi lanciare questa palla contro quelle chiavi ,Throw
4118,puoi scagliare questa palla contro quelle chiavi ,Throw
4119,puoi scaraventare questa palla contro quelle chiavi ,Throw
4120,potresti colpire quelle chiavi ,Throw
4121,potresti colpire quelle chiavi con questa palla ,Throw
4122,potresti colpire quelle chiavi usando questa palla ,Throw
4123,potresti lanciare questa palla contro quelle chiavi ,Throw
4124,potresti scagliare questa palla contro quelle chiavi ,Throw
4125,potresti scaraventare questa palla contro quelle chiavi ,Throw
4126,colpiresti quelle chiavi ,Throw
4127,lanceresti questa palla contro quelle chiavi ,Throw
4128,scaglieresti questa palla contro quelle chiavi ,Throw
4129,scaraventeresti questa palla contro quelle chiavi ,Throw
4130,colpisci le chiavi ,Throw
4131,colpisci le chiavi con questa palla ,Throw
4132,colpisci le chiavi usando questa palla ,Throw
4133,lancia questa palla contro le chiavi ,Throw
4134,scaglia questa palla contro le chiavi ,Throw
4135,scaraventa questa palla contro le chiavi ,Throw
4136,puoi colpire le chiavi ,Throw
4137,puoi colpire le chiavi con questa palla ,Throw
4138,puoi colpire le chiavi usando questa palla ,Throw
4139,puoi lanciare questa palla contro le chiavi ,Throw
4140,puoi scagliare questa palla contro le chiavi ,Throw
4141,puoi scaraventare questa palla contro le chiavi ,Throw
4142,potresti colpire le chiavi ,Throw
4143,potresti colpire le chiavi con questa palla ,Throw
4144,potresti colpire le chiavi usando questa palla ,Throw
4145,potresti lanciare questa palla contro le chiavi ,Throw
4146,potresti scagliare questa palla contro le chiavi ,Throw
4147,potresti scaraventare questa palla contro le chiavi ,Throw
4148,colpiresti le chiavi ,Throw
4149,lanceresti questa palla contro le chiavi ,Throw
4150,scaglieresti questa palla contro le chiavi ,Throw
4151,scaraventeresti questa palla contro le chiavi ,Throw
4152,colpisci questo ramo ,Throw
4153,colpisci questo ramo con questa palla ,Throw
4154,colpisci questo ramo usando questa palla ,Throw
4155,lancia questa palla contro questo ramo ,Throw
4156,scaglia questa palla contro questo ramo ,Throw
4157,scaraventa questa palla contro questo ramo ,Throw
4158,puoi colpire questo ramo ,Throw
4159,puoi colpire questo ramo con questa palla ,Throw
4160,puoi colpire questo ramo usando questa palla ,Throw
4161,puoi lanciare questa palla contro questo ramo ,Throw
4162,puoi scagliare questa palla contro questo ramo ,Throw
4163,puoi scaraventare questa palla contro questo ramo ,Throw
4164,potresti colpire questo ramo ,Throw
4165,potresti colpire questo ramo con questa palla ,Throw
4166,potresti colpire questo ramo usando questa palla ,Throw
4167,potresti lanciare questa palla contro questo ramo ,Throw
4168,potresti scagliare questa palla contro questo ramo ,Throw
4169,potresti scaraventare questa palla contro questo ramo ,Throw
4170,colpiresti questo ramo ,Throw
4171,lanceresti questa palla contro questo ramo ,Throw
4172,scaglieresti questa palla contro questo ramo ,Throw
4173,scaraventeresti questa palla contro questo ramo ,Throw
4174,colpisci quel ramo ,Throw
4175,colpisci quel ramo con questa palla ,Throw
4176,colpisci quel ramo usando questa palla ,Throw
4177,lancia questa palla contro quel ramo ,Throw
4178,scaglia questa palla contro quel ramo ,Throw
4179,scaraventa questa palla contro quel ramo ,Throw
4180,puoi colpire quel ramo ,Throw
4181,puoi colpire quel ramo con questa palla ,Throw
4182,puoi colpire quel ramo usando questa palla ,Throw
4183,puoi lanciare questa palla contro quel ramo ,Throw
4184,puoi scagliare questa palla contro quel ramo ,Throw
4185,puoi scaraventare questa palla contro quel ramo ,Throw
4186,potresti colpire quel ramo ,Throw
4187,potresti colpire quel ramo con questa palla ,Throw
4188,potresti colpire quel ramo usando questa palla ,Throw
4189,potresti lanciare questa palla contro quel ramo ,Throw
4190,potresti scagliare questa palla contro quel ramo ,Throw
4191,potresti scaraventare questa palla contro quel ramo ,Throw
4192,colpiresti quel ramo ,Throw
4193,lanceresti questa palla contro quel ramo ,Throw
4194,scaglieresti questa palla contro quel ramo ,Throw
4195,scaraventeresti questa palla contro quel ramo ,Throw
4196,colpisci il ramo ,Throw
4197,colpisci il ramo con questa palla ,Throw
4198,colpisci il ramo usando questa palla ,Throw
4199,lancia questa palla contro il ramo ,Throw
4200,scaglia questa palla contro il ramo ,Throw
4201,scaraventa questa palla contro il ramo ,Throw
4202,puoi colpire il ramo ,Throw
4203,puoi colpire il ramo con questa palla ,Throw
4204,puoi colpire il ramo usando questa palla ,Throw
4205,puoi lanciare questa palla contro il ramo ,Throw
4206,puoi scagliare questa palla contro il ramo ,Throw
4207,puoi scaraventare questa palla contro il ramo ,Throw
4208,potresti colpire il ramo ,Throw
4209,potresti colpire il ramo con questa palla ,Throw
4210,potresti colpire il ramo usando questa palla ,Throw
4211,potresti lanciare questa palla contro il ramo ,Throw
4212,potresti scagliare questa palla contro il ramo ,Throw
4213,potresti scaraventare questa palla contro il ramo ,Throw
4214,colpiresti il ramo ,Throw
4215,lanceresti questa palla contro il ramo ,Throw
4216,scaglieresti questa palla contro il ramo ,Throw
4217,scaraventeresti questa palla contro il ramo ,Throw
4218,colpisci questo ramoscello ,Throw
4219,colpisci questo ramoscello con questa palla ,Throw
4220,colpisci questo ramoscello usando questa palla ,Throw
4221,lancia questa palla contro questo ramoscello ,Throw
4222,scaglia questa palla contro questo ramoscello ,Throw
4223,scaraventa questa palla contro questo ramoscello ,Throw
4224,puoi colpire questo ramoscello ,Throw
4225,puoi colpire questo ramoscello con questa palla ,Throw
4226,puoi colpire questo ramoscello usando questa palla ,Throw
4227,puoi lanciare questa palla contro questo ramoscello ,Throw
4228,puoi scagliare questa palla contro questo ramoscello ,Throw
4229,puoi scaraventare questa palla contro questo ramoscello ,Throw
4230,potresti colpire questo ramoscello ,Throw
4231,potresti colpire questo ramoscello con questa palla ,Throw
4232,potresti colpire questo ramoscello usando questa palla ,Throw
4233,potresti lanciare questa palla contro questo ramoscello ,Throw
4234,potresti scagliare questa palla contro questo ramoscello ,Throw
4235,potresti scaraventare questa palla contro questo ramoscello ,Throw
4236,colpiresti questo ramoscello ,Throw
4237,lanceresti questa palla contro questo ramoscello ,Throw
4238,scaglieresti questa palla contro questo ramoscello ,Throw
4239,scaraventeresti questa palla contro questo ramoscello ,Throw
4240,colpisci quel ramoscello ,Throw
4241,colpisci quel ramoscello con questa palla ,Throw
4242,colpisci quel ramoscello usando questa palla ,Throw
4243,lancia questa palla contro quel ramoscello ,Throw
4244,scaglia questa palla contro quel ramoscello ,Throw
4245,scaraventa questa palla contro quel ramoscello ,Throw
4246,puoi colpire quel ramoscello ,Throw
4247,puoi colpire quel ramoscello con questa palla ,Throw
4248,puoi colpire quel ramoscello usando questa palla ,Throw
4249,puoi lanciare questa palla contro quel ramoscello ,Throw
4250,puoi scagliare questa palla contro quel ramoscello ,Throw
4251,puoi scaraventare questa palla contro quel ramoscello ,Throw
4252,potresti colpire quel ramoscello ,Throw
4253,potresti colpire quel ramoscello con questa palla ,Throw
4254,potresti colpire quel ramoscello usando questa palla ,Throw
4255,potresti lanciare questa palla contro quel ramoscello ,Throw
4256,potresti scagliare questa palla contro quel ramoscello ,Throw
4257,potresti scaraventare questa palla contro quel ramoscello ,Throw
4258,colpiresti quel ramoscello ,Throw
4259,lanceresti questa palla contro quel ramoscello ,Throw
4260,scaglieresti questa palla contro quel ramoscello ,Throw
4261,scaraventeresti questa palla contro quel ramoscello ,Throw
4262,colpisci il ramoscello ,Throw
4263,colpisci il ramoscello con questa palla ,Throw
4264,colpisci il ramoscello usando questa palla ,Throw
4265,lancia questa palla contro il ramoscello ,Throw
4266,scaglia questa palla contro il ramoscello ,Throw
4267,scaraventa questa palla contro il ramoscello ,Throw
4268,puoi colpire il ramoscello ,Throw
4269,puoi colpire il ramoscello con questa palla ,Throw
4270,puoi colpire il ramoscello usando questa palla ,Throw
4271,puoi lanciare questa palla contro il ramoscello ,Throw
4272,puoi scagliare questa palla contro il ramoscello ,Throw
4273,puoi scaraventare questa palla contro il ramoscello ,Throw
4274,potresti colpire il ramoscello ,Throw
4275,potresti colpire il ramoscello con questa palla ,Throw
4276,potresti colpire il ramoscello usando questa palla ,Throw
4277,potresti lanciare questa palla contro il ramoscello ,Throw
4278,potresti scagliare questa palla contro il ramoscello ,Throw
4279,potresti scaraventare questa palla contro il ramoscello ,Throw
4280,colpiresti il ramoscello ,Throw
4281,lanceresti questa palla contro il ramoscello ,Throw
4282,scaglieresti questa palla contro il ramoscello ,Throw
4283,scaraventeresti questa palla contro il ramoscello ,Throw
4284,colpisci questo rametto ,Throw
4285,colpisci questo rametto con questa palla ,Throw
4286,colpisci questo rametto usando questa palla ,Throw
4287,lancia questa palla contro questo rametto ,Throw
4288,scaglia questa palla contro questo rametto ,Throw
4289,scaraventa questa palla contro questo rametto ,Throw
4290,puoi colpire questo rametto ,Throw
61902,controlla questo cespuglio ,Inspect
61903,ispeziona questo cespuglio ,Inspect
61904,esamina questo cespuglio ,Inspect
61905,vedi questo cespuglio ,Inspect
61906,analizza questo cespuglio ,Inspect
61907,puoi controllare questo cespuglio ,Inspect
61908,puoi ispezionare questo cespuglio ,Inspect
61909,puoi esaminare questo cespuglio ,Inspect
61910,puoi vedere questo cespuglio ,Inspect
61911,puoi analizzare questo cespuglio ,Inspect
61912,potresti controllare questo cespuglio ,Inspect
61913,potresti ispezionare questo cespuglio ,Inspect
61914,potresti esaminare questo cespuglio ,Inspect
61915,potresti vedere questo cespuglio ,Inspect
61916,potresti analizzare questo cespuglio ,Inspect
61917,controlleresti questo cespuglio ,Inspect
61918,ispezioneresti questo cespuglio ,Inspect
61919,esamineresti questo cespuglio ,Inspect
61920,vedresti questo cespuglio ,Inspect
61921,analizzerersti questo cespuglio ,Inspect
61922,controlla quel cespuglio ,Inspect
61923,ispeziona quel cespuglio ,Inspect
61924,esamina quel cespuglio ,Inspect
61925,vedi quel cespuglio ,Inspect
61926,analizza quel cespuglio ,Inspect
61927,puoi controllare quel cespuglio ,Inspect
61928,puoi ispezionare quel cespuglio ,Inspect
61929,puoi esaminare quel cespuglio ,Inspect
61930,puoi vedere quel cespuglio ,Inspect
61931,puoi analizzare quel cespuglio ,Inspect
61932,potresti controllare quel cespuglio ,Inspect
61933,potresti ispezionare quel cespuglio ,Inspect
61934,potresti esaminare quel cespuglio ,Inspect
61935,potresti vedere quel cespuglio ,Inspect
61936,potresti analizzare quel cespuglio ,Inspect
61937,controlleresti quel cespuglio ,Inspect
61938,ispezioneresti quel cespuglio ,Inspect
61939,esamineresti quel cespuglio ,Inspect
61940,vedresti quel cespuglio ,Inspect
61941,analizzerersti quel cespuglio ,Inspect
61942,controlla il cespuglio ,Inspect
61943,ispeziona il cespuglio ,Inspect
61944,esamina il cespuglio ,Inspect
61945,vedi il cespuglio ,Inspect
61946,analizza il cespuglio ,Inspect
61947,puoi controllare il cespuglio ,Inspect
61948,puoi ispezionare il cespuglio ,Inspect
61949,puoi esaminare il cespuglio ,Inspect
61950,puoi vedere il cespuglio ,Inspect
61951,puoi analizzare il cespuglio ,Inspect
61952,potresti controllare il cespuglio ,Inspect
61953,potresti ispezionare il cespuglio ,Inspect
61954,potresti esaminare il cespuglio ,Inspect
61955,potresti vedere il cespuglio ,Inspect
61956,potresti analizzare il cespuglio ,Inspect
61957,controlleresti il cespuglio ,Inspect
61958,ispezioneresti il cespuglio ,Inspect
61959,esamineresti il cespuglio ,Inspect
61960,vedresti il cespuglio ,Inspect
61961,analizzerersti il cespuglio ,Inspect
61962,controlla questo cespo ,Inspect
61963,ispeziona questo cespo ,Inspect
61964,esamina questo cespo ,Inspect
61965,vedi questo cespo ,Inspect
61966,analizza questo cespo ,Inspect
61967,puoi controllare questo cespo ,Inspect
61968,puoi ispezionare questo cespo ,Inspect
61969,puoi esaminare questo cespo ,Inspect
61970,puoi vedere questo cespo ,Inspect
61971,puoi analizzare questo cespo ,Inspect
61972,potresti controllare questo cespo ,Inspect
61973,potresti ispezionare questo cespo ,Inspect
61974,potresti esaminare questo cespo ,Inspect
61975,potresti vedere questo cespo ,Inspect
61976,potresti analizzare questo cespo ,Inspect
61977,controlleresti questo cespo ,Inspect
61978,ispezioneresti questo cespo ,Inspect
61979,esamineresti questo cespo ,Inspect
61980,vedresti questo cespo ,Inspect
61981,analizzerersti questo cespo ,Inspect
61982,controlla quel cespo ,Inspect
61983,ispeziona quel cespo ,Inspect
61984,esamina quel cespo ,Inspect
61985,vedi quel cespo ,Inspect
61986,analizza quel cespo ,Inspect
61987,puoi controllare quel cespo ,Inspect
61988,puoi ispezionare quel cespo ,Inspect
61989,puoi esaminare quel cespo ,Inspect
61990,puoi vedere quel cespo ,Inspect
61991,puoi analizzare quel cespo ,Inspect
61992,potresti controllare quel cespo ,Inspect
61993,potresti ispezionare quel cespo ,Inspect
61994,potresti esaminare quel cespo ,Inspect
61995,potresti vedere quel cespo ,Inspect
61996,potresti analizzare quel cespo ,Inspect
61997,controlleresti quel cespo ,Inspect
61998,ispezioneresti quel cespo ,Inspect
61999,esamineresti quel cespo ,Inspect
62000,vedresti quel cespo ,Inspect
62001,analizzerersti quel cespo ,Inspect
62002,controlla il cespo ,Inspect
62003,ispeziona il cespo ,Inspect
62004,esamina il cespo ,Inspect
62005,vedi il cespo ,Inspect
62006,analizza il cespo ,Inspect
62007,puoi controllare il cespo ,Inspect
62008,puoi ispezionare il cespo ,Inspect
62009,puoi esaminare il cespo ,Inspect
62010,puoi vedere il cespo ,Inspect
62011,puoi analizzare il cespo ,Inspect
62012,potresti controllare il cespo ,Inspect
62013,potresti ispezionare il cespo ,Inspect
62014,potresti esaminare il cespo ,Inspect
62015,potresti vedere il cespo ,Inspect
62016,potresti analizzare il cespo ,Inspect
62017,controlleresti il cespo ,Inspect
62018,ispezioneresti il cespo ,Inspect
62019,esamineresti il cespo ,Inspect
62020,vedresti il cespo ,Inspect
62021,analizzerersti il cespo ,Inspect
62022,controlla questa cuccia ,Inspect
62023,ispeziona questa cuccia ,Inspect
62024,esamina questa cuccia ,Inspect
62025,vedi questa cuccia ,Inspect
62026,analizza questa cuccia ,Inspect
62027,puoi controllare questa cuccia ,Inspect
62028,puoi ispezionare questa cuccia ,Inspect
62029,puoi esaminare questa cuccia ,Inspect
62030,puoi vedere questa cuccia ,Inspect
62031,puoi analizzare questa cuccia ,Inspect
62032,potresti controllare questa cuccia ,Inspect
62033,potresti ispezionare questa cuccia ,Inspect
62034,potresti esaminare questa cuccia ,Inspect
62035,potresti vedere questa cuccia ,Inspect
62036,potresti analizzare questa cuccia ,Inspect
62037,controlleresti questa cuccia ,Inspect
62038,ispezioneresti questa cuccia ,Inspect
62039,esamineresti questa cuccia ,Inspect
62040,vedresti questa cuccia ,Inspect
62041,analizzerersti questa cuccia ,Inspect
62042,controlla quella cuccia ,Inspect
62043,ispeziona quella cuccia ,Inspect
62044,esamina quella cuccia ,Inspect
62045,vedi quella cuccia ,Inspect
62046,analizza quella cuccia ,Inspect
62047,puoi controllare quella cuccia ,Inspect
62048,puoi ispezionare quella cuccia ,Inspect
62049,puoi esaminare quella cuccia ,Inspect
62050,puoi vedere quella cuccia ,Inspect
62051,puoi analizzare quella cuccia ,Inspect
62052,potresti controllare quella cuccia ,Inspect
62053,potresti ispezionare quella cuccia ,Inspect
62054,potresti esaminare quella cuccia ,Inspect
62055,potresti vedere quella cuccia ,Inspect
62056,potresti analizzare quella cuccia ,Inspect
62057,controlleresti quella cuccia ,Inspect
62058,ispezioneresti quella cuccia ,Inspect
62059,esamineresti quella cuccia ,Inspect
62060,vedresti quella cuccia ,Inspect
62061,analizzerersti quella cuccia ,Inspect
62062,controlla la cuccia ,Inspect
62063,ispeziona la cuccia ,Inspect
62064,esamina la cuccia ,Inspect
62065,vedi la cuccia ,Inspect
62066,analizza la cuccia ,Inspect
62067,puoi controllare la cuccia ,Inspect
62068,puoi ispezionare la cuccia ,Inspect
62069,puoi esaminare la cuccia ,Inspect
62070,puoi vedere la cuccia ,Inspect
62071,puoi analizzare la cuccia ,Inspect
62072,potresti controllare la cuccia ,Inspect
62073,potresti ispezionare la cuccia ,Inspect
62074,potresti esaminare la cuccia ,Inspect
62075,potresti vedere la cuccia ,Inspect
62076,potresti analizzare la cuccia ,Inspect
62077,controlleresti la cuccia ,Inspect
62078,ispezioneresti la cuccia ,Inspect
62079,esamineresti la cuccia ,Inspect
62080,vedresti la cuccia ,Inspect
62081,analizzerersti la cuccia ,Inspect
62082,controlla questa casetta ,Inspect
62083,ispeziona questa casetta ,Inspect
62084,esamina questa casetta ,Inspect
62085,vedi questa casetta ,Inspect
62086,analizza questa casetta ,Inspect
62087,puoi controllare questa casetta ,Inspect
62088,puoi ispezionare questa casetta ,Inspect
62089,puoi esaminare questa casetta ,Inspect
62090,puoi vedere questa casetta ,Inspect
62091,puoi analizzare questa casetta ,Inspect
62092,potresti controllare questa casetta ,Inspect
62093,potresti ispezionare questa casetta ,Inspect
62094,potresti esaminare questa casetta ,Inspect
62095,potresti vedere questa casetta ,Inspect
62096,potresti analizzare questa casetta ,Inspect
62097,controlleresti questa casetta ,Inspect
62098,ispezioneresti questa casetta ,Inspect
62099,esamineresti questa casetta ,Inspect
62100,vedresti questa casetta ,Inspect
62101,analizzerersti questa casetta ,Inspect
62102,controlla quella casetta ,Inspect
62103,ispeziona quella casetta ,Inspect
62104,esamina quella casetta ,Inspect
62105,vedi quella casetta ,Inspect
62106,analizza quella casetta ,Inspect
62107,puoi controllare quella casetta ,Inspect
62108,puoi ispezionare quella casetta ,Inspect
62109,puoi esaminare quella casetta ,Inspect
62110,puoi vedere quella casetta ,Inspect
62111,puoi analizzare quella casetta ,Inspect
62112,potresti controllare quella casetta ,Inspect
62113,potresti ispezionare quella casetta ,Inspect
62114,potresti esaminare quella casetta ,Inspect
62115,potresti vedere quella casetta ,Inspect
62116,potresti analizzare quella casetta ,Inspect
62117,controlleresti quella casetta ,Inspect
62118,ispezioneresti quella casetta ,Inspect
62119,esamineresti quella casetta ,Inspect
62120,vedresti quella casetta ,Inspect
62121,analizzerersti quella casetta ,Inspect
62122,controlla la casetta ,Inspect
62123,ispeziona la casetta ,Inspect
62124,esamina la casetta ,Inspect
62125,vedi la casetta ,Inspect
62126,analizza la casetta ,Inspect
62127,puoi controllare la casetta ,Inspect
62128,puoi ispezionare la casetta ,Inspect
62129,puoi esaminare la casetta ,Inspect
62130,puoi vedere la casetta ,Inspect
62131,puoi analizzare la casetta ,Inspect
62132,potresti controllare la casetta ,Inspect
62133,potresti ispezionare la casetta ,Inspect
62134,potresti esaminare la casetta ,Inspect
62135,potresti vedere la casetta ,Inspect
62136,potresti analizzare la casetta ,Inspect
62137,controlleresti la casetta ,Inspect
62138,ispezioneresti la casetta ,Inspect
62139,esamineresti la casetta ,Inspect
62140,vedresti la casetta ,Inspect
62141,analizzerersti la casetta ,Inspect
62142,dai un occhiata a questo cespuglio ,Inspect
62143,puoi dare un occhiata a questo cespuglio ,Inspect
62144,potresti dare un occhiata a questo cespuglio ,Inspect
62145,daresti un occhiata a questo cespuglio ,Inspect
62146,dai un occhiata a quel cespuglio ,Inspect
62147,puoi dare un occhiata a quel cespuglio ,Inspect
62148,potresti dare un occhiata a quel cespuglio ,Inspect
62149,daresti un occhiata a quel cespuglio ,Inspect
62150,dai un occhiata al cespuglio ,Inspect
62151,puoi dare un occhiata al cespuglio ,Inspect
62152,potresti dare un occhiata al cespuglio ,Inspect
62153,daresti un occhiata al cespuglio ,Inspect
62154,dai un occhiata a questo cespo ,Inspect
62155,puoi dare un occhiata a questo cespo ,Inspect
62156,potresti dare un occhiata a questo cespo ,Inspect
62157,daresti un occhiata a questo cespo ,Inspect
62158,dai un occhiata a quel cespo ,Inspect
62159,puoi dare un occhiata a quel cespo ,Inspect
62160,potresti dare un occhiata a quel cespo ,Inspect
62161,daresti un occhiata a quel cespo ,Inspect
62162,dai un occhiata al cespo ,Inspect
